Index, run_time
0,0.0192431528121233
1,0.025814177468419075
2,0.04600449278950691
3,0.02183193899691105
4,0.019239258021116257
5,0.022371705621480942
6,0.03222600184381008
7,0.0628831796348095
8,0.023329321295022964
9,0.013142246752977371
10,0.015583014115691185
11,0.01954011246562004
12,0.022762490436434746
13,0.023113474249839783
14,0.013488993048667908
15,0.03889172896742821
16,0.009647749364376068
17,0.06468621082603931
18,0.016782592982053757
19,0.023525452241301537
20,0.008442942053079605
21,0.004823924973607063
22,0.032070467248559
23,0.01620510220527649
24,0.04056806117296219
25,0.049405936151742935
26,0.01595698483288288
27,0.020319804549217224
28,0.021769989281892776
29,0.020626887679100037
30,0.012169966474175453
31,0.023292716592550278
32,0.014567730948328972
33,0.05123595893383026
34,0.037166859954595566
35,0.02975163795053959
36,0.02801075205206871
37,0.05411902070045471
38,0.04193812049925327
39,0.03170035406947136
40,0.03973407857120037
41,0.028133220970630646
42,0.027372371405363083
43,0.0468529649078846
44,0.028724467381834984
45,0.01385493203997612
46,0.05158364027738571
47,0.028306994587183
48,0.01911887526512146
49,0.029524287208914757
50,0.01766844093799591
51,0.02896079793572426
52,0.01567559503018856
53,0.018935440108180046
54,0.015288982540369034
55,0.011644396930932999
56,0.026052305474877357
57,0.020923707634210587
58,0.02834995649755001
59,0.023661836981773376
60,0.02472084015607834
61,0.033439602702856064
62,0.027686571702361107
63,0.023550348356366158
64,0.024375032633543015
65,0.026079541072249413
66,0.015436874702572823
67,0.02451428398489952
68,0.05457259155809879
69,0.055247487500309944
70,0.046273889020085335
71,0.05215754173696041
72,0.05060754902660847
73,0.0512035246938467
74,0.04919763468205929
75,0.057807981967926025
76,0.03537306934595108
77,0.024140777066349983
78,0.05739719234406948
79,0.050556428730487823
80,0.04160661995410919
81,0.042706241831183434
82,0.06381044909358025
83,0.05542158894240856
84,0.052016740664839745
85,0.04241429083049297
86,0.04957323893904686
87,0.06140300817787647
88,0.034451499581336975
89,0.040674034506082535
90,0.05446524731814861
91,0.0333899836987257
92,0.05343088507652283
93,0.048000518232584
94,0.02510676719248295
95,0.05950647033751011
96,0.03776176832616329
97,0.051555098965764046
98,0.050851231440901756
99,0.06406887248158455
100,0.06748995557427406
101,0.08075486868619919
102,0.07014220766723156
103,0.06308494694530964
104,0.06437838450074196
105,0.06650684773921967
106,0.07592197880148888
107,0.06332393735647202
108,0.06520156189799309
109,0.06474201567471027
110,0.06564502231776714
111,0.07240479066967964
112,0.09240912832319736
113,0.08387265540659428
114,0.07748495042324066
115,0.08753869868814945
116,0.07736479490995407
117,0.0801816750317812
118,0.028156140819191933
119,0.017489321529865265
